index	original	translation	scores	mean	z_scores	z_mean
70	"While most ""base"" or ""common card"" sets are plentiful, many ""insert"" or ""chase cards"" are very rare."	"""பெரும்பாலான"" ""அடிப்படை"" ""அல்லது"" ""பொதுவான அட்டை"" ""செட்டுகள் ஏராளமாக இருந்தாலும், பல"" ""உட்செலுத்துதல்"" ""அல்லது"" ""பின்தொடர்தல் அட்டைகள்"" ""மிகவும் அரிதானவை."""	[70,10,41]	40.333333333333336	[-0.8846400654007692, -4.032295433969266, -2.865604989157018]	-2.5941801628423518
71	According to this historian, the people whom the Greeks called Scythians were known (among the Jews) as Magogites, descendants of Magog in the Hebrew Bible.	இந்த வரலாற்றாசிரியரின் கூற்றுப்படி, கிரேக்கர்கள் சித்தியர்கள் என்று அழைக்கப்பட்ட மக்கள் (யூதர்களிடையே) எபிரெய பைபிளில் மாகோக்கின் சந்ததியினர் மாகோகைட்டுகள் என்று அழைக்கப்பட்டனர்.	[85,85,83]	84.33333333333333	[-0.007634127875222391, 0.07128505535744727, -0.19310197779066482]	-0.0431503501028133
72	Aikido practitioners for instance, can have a strong philosophical belief of the flow of energy and peace fostering, as idealised by the art's founder Morihei Ueshiba.	உதாரணமாக, ஐகிடோ பயிற்சியாளர்கள், கலையின் நிறுவனர் மோரிஹே உயெஷிபாவால் சித்தாந்தப்படுத்தப்பட்ட ஆற்றல் மற்றும் அமைதியை வளர்க்கும் வலுவான தத்துவ நம்பிக்கையைக் கொண்டிருக்கலாம்.	[91,95,96]	94.0	[0.34316824713499633, 0.6184291206010091, 0.6341013352513015]	0.5318995676624357
73	Most of these early synchronous CPUs ran at low clock rates compared to modern microelectronic designs.	இந்த ஆரம்பகால ஒத்திசைவு சிபியுக்களில் பெரும்பாலானவை நவீன மைக்ரோ எலக்ட்ரானிக் வடிவமைப்புகளுடன் ஒப்பிடுகையில் குறைந்த கடிகார விகிதங்களில் இயங்கின.	[98,70,82]	83.33333333333333	[0.7524376846469182, -0.7494310425078954, -0.2567330018708161]	-0.0845754532439311
74	During his college days, he was deeply associated with the Indian National Congress and the Indian independence movement.	கல்லூரி நாட்களில், இந்திய தேசிய காங்கிரஸ் மற்றும் இந்திய சுதந்திர இயக்கத்துடன் அவர் ஆழமாக தொடர்பு கொண்டிருந்தார்.	[92,92,95]	93.0	[0.40163530963669947, 0.45428590102794053, 0.5704703111711503]	0.4754638406119301
75	A maritime boundary is one example of a political demarcation.	கடல்சார் எல்லை என்பது அரசியல் எல்லை வரையறைக்கு ஒரு உதாரணம்.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
76	The hexagonal form is coloured tan, and the cubic form is coloured red-brown the same as persimmon.	அறுகோண வடிவம் பழுப்பு நிறத்திலும், கனசதுர வடிவம் சிவப்பு-பழுப்பு நிறத்திலும், பெர்சிமோன் நிறத்திலும் இருக்கும்.	[70,95,85]	83.33333333333333	[-0.8846400654007692, 0.6184291206010091, -0.06583992963036231]	-0.1106836248100408
77	The famous Hawthorne study examined changes to the working environment at the Hawthorne plant of the Western Electric Company.	புகழ்பெற்ற ஹாவ்தோர்ன் ஆய்வு மேற்கத்திய மின்சார நிறுவனத்தின் ஹாவ்தோர்ன் ஆலையின் பணிச் சூழலில் ஏற்பட்ட மாற்றங்களை ஆய்வு செய்தது.	[96,65,84]	81.66666666666667	[0.6355035596435119, -1.0230030751296761, -0.12947095371051356]	-0.1723234897322259
78	In extreme cases this event can cause the white dwarf to exceed the Chandrasekhar limit and trigger a supernova that destroys the entire star, another possible cause for runaways.	தீவிர நிகழ்வுகளில் இந்த நிகழ்வு வெள்ளைக் குள்ளனை சந்திரசேகர் வரம்பை மீறி ஒரு சூப்பர்நோவாவை தூண்டிவிடும், இது முழு நட்சத்திரத்தையும் அழிக்கும், இது ஓடிப்போவதற்கான மற்றொரு காரணமாகும்.	[50,10,33]	31.0	[-2.0539813154348314, -4.032295433969266, -3.374653181798228]	-3.1536433104007755
79	For example, the coordinates ( x 1 , x 2 , … , x n ) {\displaystyle (x_{1},x_{2},\dotsc ,x_{n})} of a vector v {\displaystyle v} in a vector space with basis { e 1 , e 2 , … , e n } {\displaystyle \lbrace e_{1},e_{2},\dotsc ,e_{n}\rbrace } , are the coefficients of the basis vectors in the expression	எடுத்துக்காட்டாக, ஒரு திசையன் v {\displaystyle v} இன் ஆள்கூறுகள் (x 1, x 2,., x n) {\displaystyle (x _ {1}, x _ {2}, \dotsc, x _ {n})} {e 1, e 2,..., e n} {\displaystyle \lbrace e _ {1}, e _ {2}, \dotsc, e _ {n} \rbrace}, என்பவை வெளிப்பாட்டில் உள்ள திசையனின் குணகங்களாகும்.	[70,95,80]	81.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.3839950500311186]	-0.2167353316102929
80	This floating roof traps the vapor from low flash-point fuels.	இந்த மிதக்கும் கூரை குறைந்த ஃப்ளாஷ்-பாயிண்ட் எரிபொருள்களிலிருந்து ஆவியை பொறிக்கிறது.	[82,80,82]	81.33333333333333	[-0.18303531538033174, -0.20228697726433362, -0.2567330018708161]	-0.2140184315051604
81	First established as a trade settlement, the castle later became one of the most important stops on the route of the Atlantic slave trade.	முதலில் ஒரு வர்த்தக குடியேற்றமாக நிறுவப்பட்ட இந்த கோட்டை, பின்னர் அட்லாண்டிக் அடிமை வர்த்தகத்தின் வழியில் மிக முக்கியமான நிறுத்தங்களில் ஒன்றாக மாறியது.	[92,95,97]	94.66666666666669	[0.40163530963669947, 0.6184291206010091, 0.6977323593314528]	0.5725989298563872
82	Coffee-curing works were located at Calicut, Mangalore and Coimbatore.	காபி பதப்படுத்தும் பணிகள் கோழிக்கோடு, மங்களூர், கோயம்புத்தூர் ஆகிய இடங்களில் நடைபெற்றன.	[91,90,93]	91.33333333333331	[0.34316824713499633, 0.34485708797922815, 0.44320826301084776]	0.3770778660416907
83	At the same time the pz-orbitals approach and together they form a pz-pz pi-bond.	அதே நேரத்தில் pz-orbitals அணுகுமுறை மற்றும் அவை ஒன்றாக சேர்ந்து pz-pz பை-பிணைப்பை உருவாக்குகின்றன.	[50,86,70]	68.66666666666667	[-2.0539813154348314, 0.12599946188180344, -1.020305290832631]	-0.9827623814618864
84	In the heating, ventilation, and air-conditioning industry (HVAC), liquids such as water are used to transfer heat from one area to another.	வெப்பமூட்டுதல், காற்றோட்டம் மற்றும் குளிரூட்டுதல் தொழிற்சாலைகளில் (HVAC), தண்ணீர் போன்ற திரவங்கள் ஒரு பகுதியிலிருந்து மற்றொரு பகுதிக்கு வெப்பத்தை அனுப்ப பயன்படுத்தப்படுகின்றன.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
85	Yttrocerite is a variety of the mineral fluorite with a chemical formula CaF2+(Y,Ce)F3.	இட்ரோசெரைட்டு (Yttrocerite) என்பது CaF2 + (Y, Ce) F3 என்ற மூலக்கூற்று வாய்ப்பாட்டால் விவரிக்கப்படும் ஒரு கனிமமாகும்.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
86	Thus arose web log analysis software.	இவ்வாறு வலைப்பதிவுப் பகுப்பாய்வு மென்பொருள் உருவானது.	[90,95,95]	93.33333333333331	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.4912002054684842
87	"""Rakta Bonya"", his Bengali translation of Indra Partharathi's Tamil novel 'Kurudippunal', has been awarded the Sahitya Akademi translation Prize."	இந்திரா பார்த்தார்த்தியின் தமிழ் நாவலான 'குருதிப்புனல்' என்ற நாவலின் வங்காள மொழிபெயர்ப்பான ரக்தா போன்யாவுக்கு சாகித்ய அகாடமி மொழிபெயர்ப்பு பரிசு வழங்கப்பட்டுள்ளது.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
88	Owing to highly favorable conditions, the storm displayed a thick convective ring, surrounding a well-defined eye feature on the same day.	மிகவும் சாதகமான சூழ்நிலைகள் காரணமாக, புயல் அதே நாளில் நன்கு வரையறுக்கப்பட்ட கண் அம்சத்தை சுற்றி ஒரு தடிமனான வெப்பச்சலன வளையத்தை வெளிப்படுத்தியது.	[70,70,71]	70.33333333333333	[-0.8846400654007692, -0.7494310425078954, -0.9566742667524799]	-0.863581791553715
89	At a substation, this medium-voltage electric current is increased in voltage with a transformer for connection to the high voltage electric power transmission system.	ஒரு துணை மின்நிலையத்தில், இந்த நடுத்தர-மின்னழுத்த மின்சாரம் உயர் மின்னழுத்த மின்சார பகிர்மான அமைப்புடன் இணைப்பதற்காக மின்மாற்றியுடன் மின்னழுத்தத்தில் அதிகரிக்கப்படுகிறது.	[86,95,94]	91.66666666666669	[0.05083293462648073, 0.6184291206010091, 0.506839287090999]	0.3920337807728296
90	There are two main types of baris dance which can be found throughout the island of Bali.	பாலி தீவு முழுவதும் பாரீஸ் நடனத்தில் இரண்டு முக்கிய வகைகள் உள்ளன.	[70,95,80]	81.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.3839950500311186]	-0.2167353316102929
91	It has been evaluated as an agent for the reversible storage of hydrogen and it is used as a reagent for the chemical synthesis of organic compounds.	ஹைட்ரஜனை மீட்டெடுக்கக்கூடிய சேமிப்புக்கான ஒரு முகவராக இது மதிப்பிடப்பட்டுள்ளது, மேலும் இது கரிமச் சேர்மங்களின் வேதியியல் தொகுப்பு வினைப்பொருளாகப் பயன்படுத்தப்படுகிறது.	[90,95,91]	92.0	[0.2847011846332932, 0.6184291206010091, 0.31594621485054525]	0.4063588400282825
92	Unfortunately, he was arrested and sentenced for life to the prison at Kalapani (Cellular Jail) on Andaman Island.	துரதிருஷ்டவசமாக, அவர் கைது செய்யப்பட்டு, அந்தமான் தீவில் உள்ள காலாபானி (செல்லுலார் சிறை) சிறையில் ஆயுள் தண்டனை விதிக்கப்பட்டார்.	[96,95,94]	95.0	[0.6355035596435119, 0.6184291206010091, 0.506839287090999]	0.58692398911184
93	His father Saluva Gunda was the governor of Chandragiri.	இவரது தந்தை சாளுவ குண்டா சந்திரகிரியின் ஆளுநராக இருந்தார்.	[98,95,96]	96.33333333333331	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
94	Aside from the main Indore Junction, the city of Indore has eight other railway stations: Indore is connected to other parts of India through National and State highways.	முக்கிய இந்தூர் சந்திப்பைத் தவிர, இந்தூர் நகரில் எட்டு ரயில் நிலையங்கள் உள்ளனஃ இந்தூர் தேசிய மற்றும் மாநில நெடுஞ்சாலைகள் மூலம் இந்தியாவின் பிற பகுதிகளுடன் இணைக்கப்பட்டுள்ளது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
95	Blanc fixe is the form of barium encountered in consumer products, such as paints.	பிளாங்க் ஃபிக்சிங் என்பது பெயிண்ட்ஸ் போன்ற நுகர்வோர் பொருட்களில் காணப்படும் பேரியத்தின் வடிவமாகும்.	[92,90,94]	92.0	[0.40163530963669947, 0.34485708797922815, 0.506839287090999]	0.4177772282356422
96	"Travancore as a whole, thus became the property of Sri Padmanabhaswamy, the deity of the Travancore royal family or in other words ""God's Own Country."""	திருவிதாங்கூர் ஒட்டுமொத்தமாக, திருவிதாங்கூர் அரச குடும்பத்தின் தெய்வமான ஸ்ரீ பத்மநாபசாமியின் சொத்தாக மாறியது.	[40,70,57]	55.66666666666666	[-2.638651940451863, -0.7494310425078954, -1.8475086038745976]	-1.7451971956114518
97	6 − 4 = ... We write the difference under the line.	6 aclexes 4 =... நாம் வித்தியாசத்தை வரிசையின் கீழ் எழுதுகிறோம்.	[50,10,32]	30.666666666666668	[-2.0539813154348314, -4.032295433969266, -3.438284205878379]	-3.174853651760825
98	Sukumar died when Satyajit was barely three, and the family survived on Suprabha Ray's meager income.	சத்யஜித்துக்கு மூன்று வயதாக இருந்தபோது சுகுமார் இறந்தார், சுப்ரபா ராயின் குறைந்த வருமானத்தில் அவரது குடும்பம் உயிர்பிழைத்தது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
99	Examples include breast cancer, which is dependent on estrogens like estradiol, and prostate cancer, which is dependent on androgens like testosterone.	எஸ்ட்ரியோல் போன்ற எஸ்ட்ரோஜென்களைச் சார்ந்திருக்கும் மார்பகப் புற்றுநோய், டெஸ்டோஸ்டிரோன் போன்ற ஆன்ட்ரோஜென்களைச் சார்ந்திருக்கும் ப்ரோஸ்டேட் புற்றுநோய் ஆகியவை இதற்கு உதாரணங்களாகும்.	[92,95,92]	93.0	[0.40163530963669947, 0.6184291206010091, 0.3795772389306965]	0.466547223056135
100	Water is released in to the Narayanpur reservoir after using for power generation to serve the downstream irrigation needs.	கீழ்புறப் பாசனத் தேவைகளைப் பூர்த்தி செய்ய மின்சார உற்பத்திக்குப் பிறகு நாராயண்பூர் நீர்த்தேக்கத்திற்கு நீர் திறந்துவிடப்படுகிறது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
101	Renewable energy In the initial phase of the CDM, policy makers and NGOs were concerned about the lack of renewable energy CDM projects.	புதுப்பிக்கத்தக்க எரிசக்தி சி. டி. எம்-ன் ஆரம்ப கட்டத்தில், கொள்கை வகுப்பாளர்கள் மற்றும் அரசு சாரா அமைப்புகள் புதுப்பிக்கத்தக்க எரிசக்தி சி. டி. எம் திட்டங்கள் பற்றாக்குறை குறித்து கவலை தெரிவித்தனர்.	[92,95,91]	92.66666666666669	[0.40163530963669947, 0.6184291206010091, 0.31594621485054525]	0.4453368816960846
102	The Oliver Typewriter Company was an American typewriter manufacturer headquartered in Chicago, Illinois.	ஒலிவர் தட்டச்சுப்பொறி நிறுவனம் (Oliver Typewriter Company) என்பது சிகாகோ, இல்லினாய்ஸ் நகரைத் தலைமையிடமாகக் கொண்ட ஒரு அமெரிக்க தட்டச்சுப்பொறி நிறுவனம் ஆகும்.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
103	It is an old tradition from the rural central cantons and considered the national sport by some.	இது கிராமப்புற மத்திய மண்டலங்களில் இருந்து ஒரு பழமையான பாரம்பரியமாகும், மேலும் சிலரால் தேசிய விளையாட்டாகக் கருதப்படுகிறது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
104	"As Sartre said in his lecture Existentialism is a Humanism: ""man first of all exists, encounters himself, surges up in the world—and defines himself afterwards""."	"""சார்த்ரே தனது சொற்பொழிவில் கூறியபடி,"" ""மனிதன் முதலில் இருக்கிறான், தன்னைத்தானே எதிர்கொள்கிறான், உலகில் உயர்கிறான்-பின்னர் தன்னை வரையறுத்துக் கொள்கிறான்."""	[70,85,75]	76.66666666666667	[-0.8846400654007692, 0.07128505535744727, -0.7021501704318749]	-0.5051683934917323
105	The federal provisions, intended to unite princely states and British India at the centre, were not implemented because of ambiguities in safeguarding the existing privileges of princes.	சுதேச அரசுகளையும் பிரிட்டிஷ் இந்தியாவையும் மையத்தில் இணைக்கும் நோக்கத்துடன் கூட்டாட்சி விதிகள், இளவரசர்களின் தற்போதுள்ள சிறப்புரிமைகளைப் பாதுகாப்பதில் தெளிவின்மை காரணமாக அமல்படுத்தப்படவில்லை.	[92,95,95]	94.0	[0.40163530963669947, 0.6184291206010091, 0.5704703111711503]	0.5301782471362864
106	The name Malwa is derived from the name of the ancient Indian tribe of Malavas.	மால்வா என்ற பெயர் பண்டைய இந்திய மலைவாழ் இனமான மால்வாவின் பெயரிலிருந்து பெறப்பட்டது.	[96,95,97]	96.0	[0.6355035596435119, 0.6184291206010091, 0.6977323593314528]	0.6505550131919913
107	Sri Lanka National Blind Cricket Team represents Sri Lanka at blind cricket.	இலங்கை தேசிய பார்வையற்றோர் துடுப்பாட்ட அணி, பார்வையற்றோர் துடுப்பாட்டப் போட்டிகளில் இலங்கையின் சார்பாக விளையாடுகிறது.	[98,50,75]	74.33333333333333	[0.7524376846469182, -1.8437191729950189, -0.7021501704318749]	-0.5978105529266585
108	Demonstrations help to raise student interest and reinforce memory retention because they provide connections between facts and real-world applications of those facts.	ஆர்ப்பாட்டங்கள் மாணவர்களின் ஆர்வத்தை அதிகரிக்கவும், நினைவாற்றலை வலுப்படுத்தவும் உதவுகின்றன, ஏனெனில் அவை உண்மைகள் மற்றும் உண்மைகளின் உண்மையான உலக பயன்பாடுகளுக்கு இடையிலான தொடர்பை வழங்குகின்றன.	[70,70,72]	70.66666666666667	[-0.8846400654007692, -0.7494310425078954, -0.8930432426723287]	-0.8423714501936646
109	Bromous acid is the inorganic compound with the formula of HBrO2.	புரோமஸ் அமிலம் (Bromous acid) என்பது HBrO2 என்ற மூலக்கூற்று வாய்ப்பாடு கொண்ட ஒரு கனிம வேதியியல் சேர்மமாகும்.	[98,95,99]	97.33333333333331	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
110	It has all modern communication needs.	அனைத்து நவீன தகவல் தொடர்புத் தேவைகளையும் அது கொண்டுள்ளது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
111	Providers usually carry a variety of news, weather, sports, and music channels, with the music channels generally being commercial-free.	வழங்குநர்கள் பொதுவாக பல்வேறு வகையான செய்திகள், வானிலை, விளையாட்டு மற்றும் இசை அலைவரிசைகளை ஒளிபரப்புகிறார்கள், இசை அலைவரிசைகள் பொதுவாக விளம்பரம் இல்லாமல் இருக்கும்.	[90,90,88]	89.33333333333333	[0.2847011846332932, 0.34485708797922815, 0.12505314261009146]	0.2515371384075376
112	The main body of the Declaration forms the four columns.	பிரகடனத்தின் முக்கிய அங்கம் நான்கு நெடுவரிசைகளை உருவாக்குகிறது.	[70,95,84]	83.0	[-0.8846400654007692, 0.6184291206010091, -0.12947095371051356]	-0.1318939661700912
113	There also exists natural experimental studies.	இயற்கையான பரிசோதனை ஆய்வுகளும் உள்ளன.	[98,90,95]	94.33333333333331	[0.7524376846469182, 0.34485708797922815, 0.5704703111711503]	0.5559216945990989
114	Complex carbohydrates are long chains and thus do not have the sweet taste.	சிக்கலான கார்போஹைட்ரேட்டுகள் நீண்ட சங்கிலிகளாக இருப்பதால், இனிப்பு சுவை இருக்காது.	[96,95,98]	96.33333333333331	[0.6355035596435119, 0.6184291206010091, 0.761363383411604]	0.6717653545520417
115	Ghadar di Gunj (Punjabi: ਗ਼ਦਰ ਦੀ ਗੂੰਜ, غدر دی گنج, translation: Echoes of Mutiny) is a compilation of nationalist and socialist literature that was produced in the early stages of the Ghadar movement.	கதர் டி கஞ்ச் (Ghadar di Gunj) என்பது கதர் இயக்கத்தின் ஆரம்ப கட்டங்களில் உருவாக்கப்பட்ட தேசியவாத மற்றும் சோசலிச இலக்கியங்களின் தொகுப்பாகும்.	[40,40,37]	39.0	[-2.638651940451863, -2.390863238238581, -3.1201290854776227]	-2.7165480880560224
116	Many critics highlighted the political content of the film that mirrored the current and past state of affairs.	பல விமர்சகர்கள் இந்த திரைப்படத்தின் அரசியல் உள்ளடக்கத்தை தற்போதைய மற்றும் கடந்த கால நிலைமைகளை பிரதிபலிப்பதாக எடுத்துரைத்தனர்.	[98,95,99]	97.33333333333331	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
117	Thus the museum broadly contains, a picture gallery, an anthropological section, an archeological section, textiles, weapons, musical instruments, a shipping section, and even stuffed animals.	எனவே இந்த அருங்காட்சியகத்தில் ஒரு புகைப்பட காட்சியகம், ஒரு மானுடவியல் பிரிவு, ஒரு தொல்லியல் பிரிவு, ஜவுளி, ஆயுதங்கள், இசைக்கருவிகள், கப்பல் பிரிவு மற்றும் அடைக்கப்பட்ட விலங்குகள் கூட உள்ளன.	[91,95,95]	93.66666666666669	[0.34316824713499633, 0.6184291206010091, 0.5704703111711503]	0.5106892263023853
118	It is one of the oldest medical colleges in Tamil Nadu and has a name on its own merit.	இது தமிழ்நாட்டின் பழமையான மருத்துவக் கல்லூரிகளில் ஒன்றாகும்.	[35,95,42]	57.333333333333336	[-2.9309872529603784, 0.6184291206010091, -2.8019739650768662]	-1.7048440324787453
119	Indrani was born in Chennai to this couple and grew up in a mixed-race household.	இந்த தம்பதியினருக்கு சென்னையில் பிறந்த இந்திராணி, கலப்பு இன குடும்பத்தில் வளர்ந்தார்.	[98,98,96]	97.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.6341013352513015]	0.7230371200240991
120	Fats, on the other hand, especially saturated fats, are thicker and rich and are thus considered more enjoyable to eat.	மறுபட்சத்தில், கொழுப்புகள், குறிப்பாக செறிவூட்டப்பட்ட கொழுப்புகள், தடிமனாகவும் செறிவாகவும் இருப்பதால், சாப்பிடுவதில் அதிக இன்பம் தருவதாக கருதப்படுகின்றன.	[82,95,87]	88.0	[-0.18303531538033174, 0.6184291206010091, 0.06142211852994021]	0.1656053079168725
121	This is an active sonar device that receives a specific stimulus and immediately (or with a delay) retransmits the received signal or a predetermined one.	இது ஒரு குறிப்பிட்ட ஊக்கத்தைப் பெற்று, உடனடியாக (அல்லது தாமதத்துடன்) பெறப்பட்ட சிக்னல் அல்லது முன்கூட்டியே தீர்மானிக்கப்பட்ட சிக்னலை மீண்டும் அனுப்பும் ஒரு செயலில் உள்ள சோனார் சாதனமாகும்.	[70,70,71]	70.33333333333333	[-0.8846400654007692, -0.7494310425078954, -0.9566742667524799]	-0.863581791553715
122	The ancient history of the Nagas is unclear.	நாகர்களின் பண்டைய வரலாறு தெளிவாக இல்லை.	[98,98,99]	98.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.8249944074917553]	0.7866681441042503
123	"As Nishisaki states, ""there is good evidence that simulation training improves provider and team self-efficacy and competence on manikins."	நிஷிசகி கூறுவது போல, “உருவகப்படுத்துதல் பயிற்சி வழங்குபவரையும் குழுவின் சுய-செயல்திறன் மற்றும் மேனிகின்களின் திறனை மேம்படுத்துகிறது என்பதற்கு நல்ல சான்றுகள் உள்ளன.	[70,95,86]	83.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.0022089055502110488]	-0.0894732834499903
124	Upon reaction with hydrogen peroxide, 1,2-dioxetanedione is formed, along with release of the two phenols.	ஐதரசன் பெராக்சைடுடன் வினைபுரிந்து 1,2-டையாக்சிடென்டையோன் உருவாகிறது.	[35,70,55]	53.333333333333336	[-2.9309872529603784, -0.7494310425078954, -1.9747706520349]	-1.8850629825010576
125	Mayavaram V. R. Govindaraja Pillai (Tamil: மாயவரம் வி.	மாயாவரம் வி. ஆர். கோவிந்தராஜா பிள்ளை (Mayavaram V. R. Govindaraja Pillai)	[90,95,95]	93.33333333333331	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.4912002054684842
126	Satoshi Nakamoto is the name used by the presumed pseudonymous person or persons who developed bitcoin, authored the bitcoin white paper, and created and deployed bitcoin's original reference implementation.	சதோஷி நகமோட்டோ (Satoshi Nakamoto) என்பது பிட்காயின் உருவாக்கி, பிட்காயின் வெள்ளைத் தாளை உருவாக்கி, பிட்காயின் அசல் குறிப்பு அமலாக்கத்தை உருவாக்கி, பயன்படுத்தும் புனைப்பெயர் கொண்ட நபர் அல்லது நபர்களால் பயன்படுத்தப்படும் பெயராகும்.	[92,70,78]	80.0	[0.40163530963669947, -0.7494310425078954, -0.5112570981914211]	-0.286350943687539
127	"Her name is anglicised as Enya Patricia Brennan, where Enya is the phonetic spelling of how Eithne is pronounced in her native Ulster dialect of Irish; ""Ní Bhraonáin"" translates to ""daughter of Brennan""."	"""அவரது பெயர்"" ""என்யா பேட்ரிசியா பிரென்னன்"" ""என்று ஆங்கிலத்தில் அழைக்கப்படுகிறது, அங்கு என்யா என்பது ஐரிஷ் மொழியின் அல்ஸ்டர் பேச்சுவழக்கில் ஈத்னே எவ்வாறு உச்சரிக்கப்படுகிறது என்பதற்கான ஒலியியல் சொல்லாகும்."""	[31,95,46]	57.333333333333336	[-3.1648555029671908, 0.6184291206010091, -2.5474498687562614]	-1.6979587503741478
128	Yellow: Aptenodytes patagonicus halli Green: breeding areas The king penguin (Aptenodytes patagonicus) is the second largest species of penguin, smaller, but somewhat similar in appearance to the emperor penguin.	மஞ்சள்ஃ Aptenodytes patagonicus halli Green: breeding areas கிங் பென்குயின் (Aptenodytes patagonicus) என்பது பென்குயின் இனங்களில் இரண்டாவது பெரிய இனமாகும்.	[20,50,33]	34.333333333333336	[-3.807993190485925, -1.8437191729950189, -3.374653181798228]	-3.008788515093057
129	A square in Kolkata is named after him as Hara Kumar Tagore Square	கொல்கத்தாவில் உள்ள ஒரு சதுக்கத்திற்கு ஹரகுமார் தாகூர் சதுக்கம் என்று அவரது பெயரிடப்பட்டுள்ளது.	[96,95,93]	94.66666666666669	[0.6355035596435119, 0.6184291206010091, 0.44320826301084776]	0.5657136477517896
130	Severely elevated blood pressure (equal to or greater than a systolic 180 or diastolic of 110) is referred to as a hypertensive crisis.	மிகவும் உயர்ந்த இரத்த அழுத்தம் (180 சிஸ்டோலிக் அல்லது 110 டயாஸ்டோலிக்) என்பது உயர் இரத்த அழுத்த நெருக்கடி என்று குறிப்பிடப்படுகிறது.	[92,95,96]	94.33333333333331	[0.40163530963669947, 0.6184291206010091, 0.6341013352513015]	0.5513885884963368
131	"The exact sciences, sometimes called the exact mathematical sciences are those sciences ""which admit of absolute precision in their results""; especially the mathematical sciences."	துல்லியமான அறிவியல்கள், சில நேரங்களில் துல்லியமான கணித அறிவியல் என்று அழைக்கப்படுகின்றன, அவை அவற்றின் முடிவுகளில் முழுமையான துல்லியத்தை ஒப்புக்கொள்கின்றன.	[40,40,37]	39.0	[-2.638651940451863, -2.390863238238581, -3.1201290854776227]	-2.7165480880560224
132	Immediately below, the same three are preparing the fallen body for food.	உடனடியாக கீழே, அதே மூவரும் கீழே விழுந்த உடலை உணவுக்கு தயார் செய்கிறார்கள்.	[85,30,61]	58.66666666666666	[-0.007634127875222391, -2.9380073034821423, -1.5929845075539926]	-1.5128753129704524
133	The population consists of native Hindus, native Mappila-Muslims, native Jains and migrant-Christian communities and is characterized by distinct socio-cultural customs and behavior.	இந்த மக்கள் தொகையில் இந்துக்கள், பூர்வீக மாப்பிளா-முஸ்லிம்கள், பூர்வீக சமணர்கள் மற்றும் இடம்பெயர்ந்த-கிறிஸ்தவ சமூகங்கள் உள்ளன.	[30,30,33]	31.0	[-3.223322565468894, -2.9380073034821423, -3.374653181798228]	-3.1786610169164216
134	It is located on the Guntakal–Chennai Egmore section of Mumbai–Chennai line of the Southern Railway zone.	இது தெற்கு ரயில்வே மண்டலத்தின் மும்பை-சென்னை வழித்தடத்தில் குண்டக்கல்-சென்னை எழும்பூர் பிரிவில் அமைந்துள்ளது.	[96,95,95]	95.33333333333331	[0.6355035596435119, 0.6184291206010091, 0.5704703111711503]	0.6081343304718905
135	The main polymers subjected to sulfur vulcanization are polyisoprene (natural rubber) and styrene-butadiene rubber (SBR), which are used for most street-vehicle tires.	பாலிஐசோப்ரீன் (இயற்கை ரப்பர்) மற்றும் ஸ்டைரின்-பியூட்டாடையீன் ரப்பர் (SBR) ஆகியவை கந்தக வல்கனைசேஷனுக்கு உட்படுத்தப்படும் முக்கிய பலபடிகளாகும். இவை பெரும்பாலான தெரு வாகன டயர்களுக்கு பயன்படுத்தப்படுகின்றன.	[70,95,85]	83.33333333333333	[-0.8846400654007692, 0.6184291206010091, -0.06583992963036231]	-0.1106836248100408
136	During this time temperatures are mild and pleasant.	இந்த நேரத்தில் வெப்பநிலை லேசாகவும், இனிமையாகவும் இருக்கும்.	[94,95,93]	94.0	[0.5185694346401057, 0.6184291206010091, 0.44320826301084776]	0.5267356060839875
